"tuned_measurement","gpu","kernel","time","size","olevel","baseline_measurement","id"
NA,"GTX-980","bfs","-1","default","2",0.95036315918,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.963166952133,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.966094970703,"baseline"
NA,"GTX-980","bfs","-1","default","2",0.998105049133,"baseline"
NA,"GTX-980","bfs","-1","default","3",1.0133690834,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.947252035141,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.948135137558,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.979892969131,"baseline"
NA,"GTX-980","bfs","-1","default","3",1.01773190498,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.961590051651,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.964941978455,"baseline"
NA,"GTX-980","bfs","-1","default","3",0.948760032654,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","0",1.15972089767,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","0",1.14698314667,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","0",1.16897916794,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","0",1.16198587418,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","0",1.14957594872,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","1",1.19857311249,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","1",1.14844799042,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","1",1.16559100151,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","1",1.18651509285,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","1",1.19435095787,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","2",1.21476197243,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","2",1.14837813377,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","2",1.14628601074,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","2",1.18060994148,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","2",1.14874887466,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","3",1.20993185043,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","3",1.14844298363,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","3",1.15291810036,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","3",1.17934608459,"baseline"
NA,"GTX-980","Bitonic","-1","4194304","3",1.18117213249,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.89527916908,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.86231017113,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.9110250473,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.90491914749,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.90883708,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.88388991356,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.93375301361,"baseline"
NA,"GTX-980","gaussian","-1","default","0",4.94456505775,"baseline"
NA,"GTX-980","gaussian","-1","default","1",4.93240499496,"baseline"
