"measurement","gpu","kernel","time","size","olevel","id"
0.338167905807,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.33655500412,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.334805965424,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.336706161499,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.324969053268,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.323606967926,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.350683927536,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.334841966629,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.334272861481,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.323902130127,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.327450990677,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.344173908234,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.342276096344,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.314431905746,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.330715894699,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.348155021667,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.321969985962,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.336878061295,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.332715988159,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.33278799057,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.330117940903,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.326664924622,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.333166122437,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.329364061356,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.332478046417,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.34284901619,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.328549146652,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.335250139236,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.330662965775,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.305850028992,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.339477062225,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.31741809845,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.339096069336,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.345175027847,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.349266052246,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.33443903923,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.328225135803,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.348623991013,"GTX-680","MatMulSharedUn","3600","256","-1","benchmark"
0.319133043289,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.315359115601,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313691139221,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.315119028091,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.314284086227,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.31908082962,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.314797878265,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.315978050232,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313874006271,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.319622993469,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.320526123047,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313929080963,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.317121982574,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.312811136246,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.311549186707,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313795804977,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313933134079,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.314131975174,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.313897132874,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.31408405304,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
0.320997953415,"GTX-680","MatMulUn","3600","1024","-1","benchmark"
